Record Type,Internal Name,Display Name,Category,Base Class,Spawn Status,NPC Slots,Runtime Slot Overrides,Life Max,Damage,Defense,NPC.boss,Friendly,Town NPC,Rule Method,Rule Weight,Progression,Biome,Depth,Time,Random Gate,Water,Conditions,Source File,Source Line
NPC Spawn Rule,RedKnight,Red Knight,Enemies,ModNPC,Natural spawn rules,5,—,4000,120,75,Yes,No,No,SpawnChance,1,SuperHardmode,Underworld,Underworld,Day and night / unspecified,1/300,Unspecified,(!(Main.hardMode && spawnInfo.Player.ZoneDungeon && !(spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson) && Main.rand.NextBool(1200))) && (!(Main.hardMode && spawnInfo.Player.ZoneMeteor && !(spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson) && spawnInfo.Player.ZoneRockLayerHeight && Main.rand.NextBool(1250))) && (!(Main.hardMode && !Main.dayTime && spawnInfo.Player.ZoneDungeon && !(spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson) && spawnInfo.Player.ZoneRockLayerHeight && Main.rand.NextBool(1350))) && (!(Main.hardMode && spawnInfo.Player.ZoneUnderworldHeight && Main.rand.NextBool(1100))) && (!(tsorcRevampWorld.SuperHardMode && spawnInfo.Player.ZoneDungeon && Main.rand.NextBool(500))) && (tsorcRevampWorld.SuperHardMode && spawnInfo.Player.ZoneUnderworldHeight && Main.rand.NextBool(300)),NPCs/Enemies/RedKnight.cs,175
NPC Spawn Rule,RedKnight,Red Knight,Enemies,ModNPC,Natural spawn rules,5,—,4000,120,75,Yes,No,No,SpawnChance,0,Pre-Hardmode + Hardmode + SuperHardmode,General / Custom,Any / condition-defined depth,Day and night / unspecified,—,Unspecified,(!(Main.hardMode && spawnInfo.Player.ZoneDungeon && !(spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson) && Main.rand.NextBool(1200))) && (!(Main.hardMode && spawnInfo.Player.ZoneMeteor && !(spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson) && spawnInfo.Player.ZoneRockLayerHeight && Main.rand.NextBool(1250))) && (!(Main.hardMode && !Main.dayTime && spawnInfo.Player.ZoneDungeon && !(spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson) && spawnInfo.Player.ZoneRockLayerHeight && Main.rand.NextBool(1350))) && (!(Main.hardMode && spawnInfo.Player.ZoneUnderworldHeight && Main.rand.NextBool(1100))) && (!(tsorcRevampWorld.SuperHardMode && spawnInfo.Player.ZoneDungeon && Main.rand.NextBool(500))) && (!(tsorcRevampWorld.SuperHardMode && spawnInfo.Player.ZoneUnderworldHeight && Main.rand.NextBool(300))),NPCs/Enemies/RedKnight.cs,177
NPC Spawn Rule,RedKnightTest,Red Knight Test,Enemies,ModNPC,Natural spawning disabled,5,—,4000,120,75,Yes,No,No,SpawnChance,0,Pre-Hardmode + Hardmode + SuperHardmode,General / Custom,Any / condition-defined depth,Day and night / unspecified,—,Unspecified,Always,NPCs/Enemies/RedKnightTest.cs,129
NPC,ResentfulSeedling,Resentful Seedling,Enemies,ModNPC,No natural spawn method,1,—,14,10,6,No,No,No,None,—,—,—,—,—,—,—,—,NPCs/Enemies/ResentfulSeedling.cs,18
NPC,RetinazerV2,Retinazer v3.08,Bosses,ModNPC,No natural spawn method,1,—,90000,50,25,Yes,No,No,None,—,—,—,—,—,—,—,—,NPCs/Bosses/RetinazerV2.cs,18
NPC Spawn Rule,RingedKnight,Ringed Knight,Enemies,ModNPC,Natural spawn rules,3,—,2500,130,100,No,No,No,SpawnChance,0f,Pre-Hardmode + Hardmode + SuperHardmode,General / Custom,Any / condition-defined depth,Day and night / unspecified,—,Unspecified,(spawnInfo.Player.townNPCs > 1f),NPCs/Enemies/RingedKnight.cs,677
NPC Spawn Rule,RingedKnight,Ringed Knight,Enemies,ModNPC,Natural spawn rules,3,—,2500,130,100,No,No,No,SpawnChance,0.1f,Pre-Hardmode + Hardmode + SuperHardmode,Underworld,Underworld,Day and night / unspecified,—,Unspecified,(!(spawnInfo.Player.townNPCs > 1f)) && (spawnInfo.Player.ZoneUnderworldHeight),NPCs/Enemies/RingedKnight.cs,679
NPC Spawn Rule,RingedKnight,Ringed Knight,Enemies,ModNPC,Natural spawn rules,3,—,2500,130,100,No,No,No,SpawnChance,0.15f,Pre-Hardmode + Hardmode + SuperHardmode,Underworld,Underworld,Day and night / unspecified,—,Unspecified,"(!(spawnInfo.Player.townNPCs > 1f)) && (!(spawnInfo.Player.ZoneUnderworldHeight)) && (spawnInfo.Player.ZoneUnderworldHeight && (Main.tile[spawnInfo.SpawnTileX, spawnInfo.SpawnTileY].WallType == WallID.LavaMossBlockWall || Main.tile[spawnInfo.SpawnTileX, spawnInfo.SpawnTileY].WallType == WallID.LavaUnsafe2 || Main.tile[spawnInfo.SpawnTileX, spawnInfo.SpawnTileY].WallType == WallID.LavaUnsafe1))",NPCs/Enemies/RingedKnight.cs,681
NPC Spawn Rule,RingedKnight,Ringed Knight,Enemies,ModNPC,Natural spawn rules,3,—,2500,130,100,No,No,No,SpawnChance,0.1f,Hardmode + SuperHardmode,Desert,Any / condition-defined depth,Day and night / unspecified,—,Unspecified,"(!(spawnInfo.Player.townNPCs > 1f)) && (!(spawnInfo.Player.ZoneUnderworldHeight)) && (!(spawnInfo.Player.ZoneUnderworldHeight && (Main.tile[spawnInfo.SpawnTileX, spawnInfo.SpawnTileY].WallType == WallID.LavaMossBlockWall || Main.tile[spawnInfo.SpawnTileX, spawnInfo.SpawnTileY].WallType == WallID.LavaUnsafe2 || Main.tile[spawnInfo.SpawnTileX, spawnInfo.SpawnTileY].WallType == WallID.LavaUnsafe1))) && (Main.hardMode && spawnInfo.Player.ZoneUndergroundDesert)",NPCs/Enemies/RingedKnight.cs,683
NPC Spawn Rule,RingedKnight,Ringed Knight,Enemies,ModNPC,Natural spawn rules,3,—,2500,130,100,No,No,No,SpawnChance,0,Pre-Hardmode + Hardmode + SuperHardmode,General / Custom,Any / condition-defined depth,Day and night / unspecified,—,Unspecified,"(!(spawnInfo.Player.townNPCs > 1f)) && (!(spawnInfo.Player.ZoneUnderworldHeight)) && (!(spawnInfo.Player.ZoneUnderworldHeight && (Main.tile[spawnInfo.SpawnTileX, spawnInfo.SpawnTileY].WallType == WallID.LavaMossBlockWall || Main.tile[spawnInfo.SpawnTileX, spawnInfo.SpawnTileY].WallType == WallID.LavaUnsafe2 || Main.tile[spawnInfo.SpawnTileX, spawnInfo.SpawnTileY].WallType == WallID.LavaUnsafe1))) && (!(Main.hardMode && spawnInfo.Player.ZoneUndergroundDesert))",NPCs/Enemies/RingedKnight.cs,685
NPC Spawn Rule,RingedKnightOriginal,Old Ringed Knight,Enemies,ModNPC,Natural spawn rules,3,—,2500,130,100,No,No,No,SpawnChance,0f,Pre-Hardmode + Hardmode + SuperHardmode,General / Custom,Any / condition-defined depth,Day and night / unspecified,—,Unspecified,(spawnInfo.Player.townNPCs > 1f),NPCs/Enemies/RingedKnightOriginal.cs,1091
NPC Spawn Rule,RingedKnightOriginal,Old Ringed Knight,Enemies,ModNPC,Natural spawn rules,3,—,2500,130,100,No,No,No,SpawnChance,0.1f,Pre-Hardmode + Hardmode + SuperHardmode,Underworld,Underworld,Day and night / unspecified,—,Unspecified,(!(spawnInfo.Player.townNPCs > 1f)) && (spawnInfo.Player.ZoneUnderworldHeight),NPCs/Enemies/RingedKnightOriginal.cs,1093
NPC Spawn Rule,RingedKnightOriginal,Old Ringed Knight,Enemies,ModNPC,Natural spawn rules,3,—,2500,130,100,No,No,No,SpawnChance,0.15f,Pre-Hardmode + Hardmode + SuperHardmode,Underworld,Underworld,Day and night / unspecified,—,Unspecified,"(!(spawnInfo.Player.townNPCs > 1f)) && (!(spawnInfo.Player.ZoneUnderworldHeight)) && (spawnInfo.Player.ZoneUnderworldHeight && (Main.tile[spawnInfo.SpawnTileX, spawnInfo.SpawnTileY].WallType == WallID.LavaMossBlockWall || Main.tile[spawnInfo.SpawnTileX, spawnInfo.SpawnTileY].WallType == WallID.LavaUnsafe2 || Main.tile[spawnInfo.SpawnTileX, spawnInfo.SpawnTileY].WallType == WallID.LavaUnsafe1))",NPCs/Enemies/RingedKnightOriginal.cs,1095
NPC Spawn Rule,RingedKnightOriginal,Old Ringed Knight,Enemies,ModNPC,Natural spawn rules,3,—,2500,130,100,No,No,No,SpawnChance,0.1f,Hardmode + SuperHardmode,Desert,Any / condition-defined depth,Day and night / unspecified,—,Unspecified,"(!(spawnInfo.Player.townNPCs > 1f)) && (!(spawnInfo.Player.ZoneUnderworldHeight)) && (!(spawnInfo.Player.ZoneUnderworldHeight && (Main.tile[spawnInfo.SpawnTileX, spawnInfo.SpawnTileY].WallType == WallID.LavaMossBlockWall || Main.tile[spawnInfo.SpawnTileX, spawnInfo.SpawnTileY].WallType == WallID.LavaUnsafe2 || Main.tile[spawnInfo.SpawnTileX, spawnInfo.SpawnTileY].WallType == WallID.LavaUnsafe1))) && (Main.hardMode && spawnInfo.Player.ZoneUndergroundDesert)",NPCs/Enemies/RingedKnightOriginal.cs,1097
NPC Spawn Rule,RingedKnightOriginal,Old Ringed Knight,Enemies,ModNPC,Natural spawn rules,3,—,2500,130,100,No,No,No,SpawnChance,0,Pre-Hardmode + Hardmode + SuperHardmode,General / Custom,Any / condition-defined depth,Day and night / unspecified,—,Unspecified,"(!(spawnInfo.Player.townNPCs > 1f)) && (!(spawnInfo.Player.ZoneUnderworldHeight)) && (!(spawnInfo.Player.ZoneUnderworldHeight && (Main.tile[spawnInfo.SpawnTileX, spawnInfo.SpawnTileY].WallType == WallID.LavaMossBlockWall || Main.tile[spawnInfo.SpawnTileX, spawnInfo.SpawnTileY].WallType == WallID.LavaUnsafe2 || Main.tile[spawnInfo.SpawnTileX, spawnInfo.SpawnTileY].WallType == WallID.LavaUnsafe1))) && (!(Main.hardMode && spawnInfo.Player.ZoneUndergroundDesert))",NPCs/Enemies/RingedKnightOriginal.cs,1099
NPC Spawn Rule,Sahagin,Sahagin,Enemies,ModNPC,Legacy spawn logic (current override disabled),1,—,44,22,6,No,No,No,SpawnChance,0f,Pre-Hardmode + Hardmode + SuperHardmode,General / Custom,Any / condition-defined depth,Day and night / unspecified,—,Unspecified,Always,NPCs/Enemies/Sahagin.cs,29
NPC Spawn Rule,Sahagin,Sahagin,Enemies,ModNPC,Legacy spawn logic (current override disabled),1,—,44,22,6,No,No,No,CanSpawnLegacy,0f,Pre-Hardmode + Hardmode + SuperHardmode,Dungeon,Any / condition-defined depth,Day and night / unspecified,—,Unspecified,(Main.pumpkinMoon || Main.snowMoon || Main.hardMode || s.Player.townNPCs > 0f || s.Player.ZoneDungeon),NPCs/Enemies/Sahagin.cs,46
NPC Spawn Rule,Sahagin,Sahagin,Enemies,ModNPC,Legacy spawn logic (current override disabled),1,—,44,22,6,No,No,No,CanSpawnLegacy,1f,Pre-Hardmode,General / Custom,Any / condition-defined depth,Day and night / unspecified,—,Unspecified,(!(Main.pumpkinMoon || Main.snowMoon || Main.hardMode || s.Player.townNPCs > 0f || s.Player.ZoneDungeon)) && ((s.SpawnTileX <= (Main.maxTilesX * .2f) && s.SpawnTileX < (Main.maxTilesX * 0.8f) && s.SpawnTileY < (Main.maxTilesY * 0.4f))) && (((s.SpawnTileY >= (Main.maxTilesY * 0.1f) && s.SpawnTileY < (Main.maxTilesY * 0.2f))) && Main.rand.Next(20) == 1),NPCs/Enemies/Sahagin.cs,50
NPC Spawn Rule,Sahagin,Sahagin,Enemies,ModNPC,Legacy spawn logic (current override disabled),1,—,44,22,6,No,No,No,CanSpawnLegacy,1f,Pre-Hardmode,General / Custom,Any / condition-defined depth,Day and night / unspecified,—,Unspecified,(!(Main.pumpkinMoon || Main.snowMoon || Main.hardMode || s.Player.townNPCs > 0f || s.Player.ZoneDungeon)) && ((s.SpawnTileX <= (Main.maxTilesX * .2f) && s.SpawnTileX < (Main.maxTilesX * 0.8f) && s.SpawnTileY < (Main.maxTilesY * 0.4f))) && (!(((s.SpawnTileY >= (Main.maxTilesY * 0.1f) && s.SpawnTileY < (Main.maxTilesY * 0.2f))) && Main.rand.Next(20) == 1)) && ((s.SpawnTileY >= (Main.maxTilesY * 0.2f) && s.SpawnTileY < (Main.maxTilesY * 0.3f)) && Main.rand.Next(10) == 1),NPCs/Enemies/Sahagin.cs,51
NPC Spawn Rule,Sahagin,Sahagin,Enemies,ModNPC,Legacy spawn logic (current override disabled),1,—,44,22,6,No,No,No,CanSpawnLegacy,0f,Pre-Hardmode,General / Custom,Any / condition-defined depth,Day and night / unspecified,—,Unspecified,(!(Main.pumpkinMoon || Main.snowMoon || Main.hardMode || s.Player.townNPCs > 0f || s.Player.ZoneDungeon)) && ((s.SpawnTileX <= (Main.maxTilesX * .2f) && s.SpawnTileX < (Main.maxTilesX * 0.8f) && s.SpawnTileY < (Main.maxTilesY * 0.4f))) && (!(((s.SpawnTileY >= (Main.maxTilesY * 0.1f) && s.SpawnTileY < (Main.maxTilesY * 0.2f))) && Main.rand.Next(20) == 1)) && (!((s.SpawnTileY >= (Main.maxTilesY * 0.2f) && s.SpawnTileY < (Main.maxTilesY * 0.3f)) && Main.rand.Next(10) == 1)),NPCs/Enemies/Sahagin.cs,52
NPC Spawn Rule,Sahagin,Sahagin,Enemies,ModNPC,Legacy spawn logic (current override disabled),1,—,44,22,6,No,No,No,CanSpawnLegacy,0f,Pre-Hardmode,General / Custom,Any / condition-defined depth,Day and night / unspecified,—,Unspecified,(!(Main.pumpkinMoon || Main.snowMoon || Main.hardMode || s.Player.townNPCs > 0f || s.Player.ZoneDungeon)) && (!((s.SpawnTileX <= (Main.maxTilesX * .2f) && s.SpawnTileX < (Main.maxTilesX * 0.8f) && s.SpawnTileY < (Main.maxTilesY * 0.4f)))),NPCs/Enemies/Sahagin.cs,54
NPC Spawn Rule,Sandsprog,Sandsprog,Enemies,ModNPC,Natural spawn rules,1,—,900,60,45,No,No,No,SpawnChance,0,Pre-Hardmode + Hardmode + SuperHardmode,Snow,Any / condition-defined depth,Day and night / unspecified,—,Unspecified,(spawnInfo.Invasion || Sky(spawnInfo.Player) || spawnInfo.Player.ZoneSnow),NPCs/Enemies/Sandsprog.cs,247
NPC Spawn Rule,Sandsprog,Sandsprog,Enemies,ModNPC,Natural spawn rules,1,—,900,60,45,No,No,No,SpawnChance,0.04f,Pre-Hardmode + Hardmode + SuperHardmode,Desert,Any / condition-defined depth,Day and night / unspecified,—,Unspecified,(!(spawnInfo.Invasion || Sky(spawnInfo.Player) || spawnInfo.Player.ZoneSnow)) && (spawnInfo.Player.ZoneDesert || spawnInfo.Player.ZoneUndergroundDesert),NPCs/Enemies/Sandsprog.cs,250
NPC Spawn Rule,Sandsprog,Sandsprog,Enemies,ModNPC,Natural spawn rules,1,—,900,60,45,No,No,No,SpawnChance,0,Pre-Hardmode + Hardmode + SuperHardmode,General / Custom,Any / condition-defined depth,Day and night / unspecified,—,Unspecified,(!(spawnInfo.Invasion || Sky(spawnInfo.Player) || spawnInfo.Player.ZoneSnow)) && (!(spawnInfo.Player.ZoneDesert || spawnInfo.Player.ZoneUndergroundDesert)),NPCs/Enemies/Sandsprog.cs,252
NPC Spawn Rule,SandsprogMage,Sandsprog Mage,Enemies,ModNPC,Natural spawn rules,1,—,900,34,45,No,No,No,SpawnChance,0,Pre-Hardmode + Hardmode + SuperHardmode,Snow,Any / condition-defined depth,Day and night / unspecified,—,Unspecified,(spawnInfo.Invasion || Sky(spawnInfo.Player) || spawnInfo.Player.ZoneSnow),NPCs/Enemies/SandsprogMage.cs,236
NPC Spawn Rule,SandsprogMage,Sandsprog Mage,Enemies,ModNPC,Natural spawn rules,1,—,900,34,45,No,No,No,SpawnChance,0.04f,Pre-Hardmode + Hardmode + SuperHardmode,Desert,Any / condition-defined depth,Day and night / unspecified,—,Unspecified,(!(spawnInfo.Invasion || Sky(spawnInfo.Player) || spawnInfo.Player.ZoneSnow)) && (spawnInfo.Player.ZoneDesert || spawnInfo.Player.ZoneUndergroundDesert),NPCs/Enemies/SandsprogMage.cs,239
NPC Spawn Rule,SandsprogMage,Sandsprog Mage,Enemies,ModNPC,Natural spawn rules,1,—,900,34,45,No,No,No,SpawnChance,0,Pre-Hardmode + Hardmode + SuperHardmode,General / Custom,Any / condition-defined depth,Day and night / unspecified,—,Unspecified,(!(spawnInfo.Invasion || Sky(spawnInfo.Player) || spawnInfo.Player.ZoneSnow)) && (!(spawnInfo.Player.ZoneDesert || spawnInfo.Player.ZoneUndergroundDesert)),NPCs/Enemies/SandsprogMage.cs,241
NPC,SeathTheScalelessBody,Seath the Scaleless,Bosses,ModNPC,No natural spawn method,1,—,75000,115,50,No,No,No,None,—,—,—,—,—,—,—,—,NPCs/Bosses/SuperHardMode/Seath/SeathTheScalelessBody.cs,10
NPC,SeathTheScalelessBody2,Seath the Scaleless,Bosses,ModNPC,No natural spawn method,1,—,75000,45,50,No,No,No,None,—,—,—,—,—,—,—,—,NPCs/Bosses/SuperHardMode/Seath/SeathTheScalelessBody2.cs,10
NPC,SeathTheScalelessBody3,Seath the Scaleless,Bosses,ModNPC,No natural spawn method,1,—,75000,45,50,No,No,No,None,—,—,—,—,—,—,—,—,NPCs/Bosses/SuperHardMode/Seath/SeathTheScalelessBody3.cs,10
NPC,SeathTheScalelessHead,Seath the Scaleless,Bosses,ModNPC,No natural spawn method,1,—,475000,150,120,Yes,No,No,None,—,—,—,—,—,—,—,—,NPCs/Bosses/SuperHardMode/Seath/SeathTheScalelessHead.cs,18
NPC,SeathTheScalelessLegs,Seath the Scaleless,Bosses,ModNPC,No natural spawn method,1,—,75000,40,60,No,No,No,None,—,—,—,—,—,—,—,—,NPCs/Bosses/SuperHardMode/Seath/SeathTheScalelessLegs.cs,10
NPC,SeathTheScalelessTail,Seath the Scaleless,Bosses,ModNPC,No natural spawn method,1,—,75000,50,40,No,No,No,None,—,—,—,—,—,—,—,—,NPCs/Bosses/SuperHardMode/Seath/SeathTheScalelessTail.cs,10
NPC Spawn Rule,SerpentOfTheAbyssBody,Serpent of the Abyss,Enemies,ModNPC,Natural spawning disabled,1,—,10000,63,80,No,No,No,SpawnChance,base.SpawnChance(spawnInfo),Pre-Hardmode + Hardmode + SuperHardmode,General / Custom,Any / condition-defined depth,Day and night / unspecified,—,Unspecified,Always,NPCs/Enemies/SuperHardMode/SerpentOfTheAbyss/SerpentOfTheAbyssBody.cs,54
NPC Spawn Rule,SerpentOfTheAbyssHead,Serpent of the Abyss,Enemies,ModNPC,Natural spawn rules,3,—,24000,85,40,No,No,No,SpawnChance,0.2f,SuperHardmode,Underworld,Underworld,Day and night / unspecified,—,Unspecified,(tsorcRevampWorld.SuperHardMode) && (spawnInfo.Player.ZoneUnderworldHeight) && (((spawnInfo.Player.Center.ToTileCoordinates().X < Main.maxTilesX * 0.3f) || (spawnInfo.Player.Center.ToTileCoordinates().X > Main.maxTilesX * 0.7f))) && (Main.bloodMoon),NPCs/Enemies/SuperHardMode/SerpentOfTheAbyss/SerpentOfTheAbyssHead.cs,92
NPC Spawn Rule,SerpentOfTheAbyssHead,Serpent of the Abyss,Enemies,ModNPC,Natural spawn rules,3,—,24000,85,40,No,No,No,SpawnChance,0.067f,SuperHardmode,Underworld,Underworld,Day and night / unspecified,—,Unspecified,(tsorcRevampWorld.SuperHardMode) && (spawnInfo.Player.ZoneUnderworldHeight) && (((spawnInfo.Player.Center.ToTileCoordinates().X < Main.maxTilesX * 0.3f) || (spawnInfo.Player.Center.ToTileCoordinates().X > Main.maxTilesX * 0.7f))) && (!(Main.bloodMoon)),NPCs/Enemies/SuperHardMode/SerpentOfTheAbyss/SerpentOfTheAbyssHead.cs,93
NPC Spawn Rule,SerpentOfTheAbyssHead,Serpent of the Abyss,Enemies,ModNPC,Natural spawn rules,3,—,24000,85,40,No,No,No,SpawnChance,0.067f,SuperHardmode,Underworld,Underworld,Day and night / unspecified,—,Unspecified,(tsorcRevampWorld.SuperHardMode) && (spawnInfo.Player.ZoneUnderworldHeight) && (!(((spawnInfo.Player.Center.ToTileCoordinates().X < Main.maxTilesX * 0.3f) || (spawnInfo.Player.Center.ToTileCoordinates().X > Main.maxTilesX * 0.7f)))) && (Main.bloodMoon),NPCs/Enemies/SuperHardMode/SerpentOfTheAbyss/SerpentOfTheAbyssHead.cs,95
NPC Spawn Rule,SerpentOfTheAbyssHead,Serpent of the Abyss,Enemies,ModNPC,Natural spawn rules,3,—,24000,85,40,No,No,No,SpawnChance,0.02f,SuperHardmode,Underworld,Underworld,Day and night / unspecified,—,Unspecified,(tsorcRevampWorld.SuperHardMode) && (spawnInfo.Player.ZoneUnderworldHeight) && (!(((spawnInfo.Player.Center.ToTileCoordinates().X < Main.maxTilesX * 0.3f) || (spawnInfo.Player.Center.ToTileCoordinates().X > Main.maxTilesX * 0.7f)))) && (!(Main.bloodMoon)),NPCs/Enemies/SuperHardMode/SerpentOfTheAbyss/SerpentOfTheAbyssHead.cs,96
NPC Spawn Rule,SerpentOfTheAbyssHead,Serpent of the Abyss,Enemies,ModNPC,Natural spawn rules,3,—,24000,85,40,No,No,No,SpawnChance,0,SuperHardmode,General / Custom,Any / condition-defined depth,Day and night / unspecified,—,Unspecified,(tsorcRevampWorld.SuperHardMode) && (!(spawnInfo.Player.ZoneUnderworldHeight)),NPCs/Enemies/SuperHardMode/SerpentOfTheAbyss/SerpentOfTheAbyssHead.cs,99
NPC Spawn Rule,SerpentOfTheAbyssHead,Serpent of the Abyss,Enemies,ModNPC,Natural spawn rules,3,—,24000,85,40,No,No,No,SpawnChance,0,Pre-Hardmode + Hardmode,General / Custom,Any / condition-defined depth,Day and night / unspecified,—,Unspecified,(!(tsorcRevampWorld.SuperHardMode)),NPCs/Enemies/SuperHardMode/SerpentOfTheAbyss/SerpentOfTheAbyssHead.cs,99
NPC,SerpentOfTheAbyssTail,Serpent of the Abyss,Enemies,ModNPC,No natural spawn method,1,—,10000,60,228,No,No,No,None,—,—,—,—,—,—,—,—,NPCs/Enemies/SuperHardMode/SerpentOfTheAbyss/SerpentOfTheAbyssTail.cs,8
NPC,SerrisBody,Serris,Bosses,ModNPC,No natural spawn method,1,—,91000000,23,40,Yes,No,No,None,—,—,—,—,—,—,—,—,NPCs/Bosses/Serris/SerrisBody.cs,9
NPC,SerrisHead,Serris,Bosses,ModNPC,No natural spawn method,5,—,6000,26,999999,Yes,No,No,None,—,—,—,—,—,—,—,—,NPCs/Bosses/Serris/SerrisHead.cs,11
NPC,SerrisTail,Serris,Bosses,ModNPC,No natural spawn method,1,—,91000000,29,40,Yes,No,No,None,—,—,—,—,—,—,—,—,NPCs/Bosses/Serris/SerrisTail.cs,9
NPC,SerrisX,Serris-X,Bosses,ModNPC,No natural spawn method,5,—,10000,49,9999,Yes,No,No,None,—,—,—,—,—,—,—,—,NPCs/Bosses/Serris/SerrisX.cs,14
NPC,ShadowDragonBody,Shadow Dragon,Bosses,ModNPC,No natural spawn method,1,—,91000000,120,20,Yes,No,No,None,—,—,—,—,—,—,—,—,NPCs/Bosses/Okiku/SecondForm/ShadowDragonBody.cs,9
NPC,ShadowDragonBody2,Shadow Dragon,Bosses,ModNPC,No natural spawn method,1,—,91000000,80,20,Yes,No,No,None,—,—,—,—,—,—,—,—,NPCs/Bosses/Okiku/SecondForm/ShadowDragonBody2.cs,9
NPC,ShadowDragonBody3,Shadow Dragon,Bosses,ModNPC,No natural spawn method,1,—,91000000,80,20,Yes,No,No,None,—,—,—,—,—,—,—,—,NPCs/Bosses/Okiku/SecondForm/ShadowDragonBody3.cs,9
NPC,ShadowDragonHead,Shadow Dragon,Bosses,ModNPC,No natural spawn method,1,—,126000,160,20,Yes,No,No,None,—,—,—,—,—,—,—,—,NPCs/Bosses/Okiku/SecondForm/ShadowDragonHead.cs,8
NPC,ShadowDragonLegs,Shadow Dragon,Bosses,ModNPC,No natural spawn method,1,—,91000000,80,20,Yes,No,No,None,—,—,—,—,—,—,—,—,NPCs/Bosses/Okiku/SecondForm/ShadowDragonLegs.cs,8
NPC,ShadowDragonTail,Shadow Dragon,Bosses,ModNPC,No natural spawn method,1,—,91000000,80,20,Yes,No,No,None,—,—,—,—,—,—,—,—,NPCs/Bosses/Okiku/SecondForm/ShadowDragonTail.cs,8
NPC Spawn Rule,ShadowMage,Shadow Mage,Enemies,ModNPC,Natural spawn rules,1,—,1350,0,40,No,No,No,SpawnChance,1,Hardmode + SuperHardmode,Dungeon + Underworld,Underworld,Day and night / unspecified,1/40,Unspecified,(Main.hardMode && spawnInfo.Player.ZoneDungeon || Main.hardMode && spawnInfo.Player.ZoneUnderworldHeight) && (Main.rand.NextBool(40)),NPCs/Enemies/ShadowMage.cs,58
NPC Spawn Rule,ShadowMage,Shadow Mage,Enemies,ModNPC,Natural spawn rules,1,—,1350,0,40,No,No,No,SpawnChance,0,Hardmode + SuperHardmode,Dungeon + Underworld,Underworld,Day and night / unspecified,—,Unspecified,(Main.hardMode && spawnInfo.Player.ZoneDungeon || Main.hardMode && spawnInfo.Player.ZoneUnderworldHeight) && (!(Main.rand.NextBool(40))),NPCs/Enemies/ShadowMage.cs,61
NPC Spawn Rule,ShadowMage,Shadow Mage,Enemies,ModNPC,Natural spawn rules,1,—,1350,0,40,No,No,No,SpawnChance,0,Pre-Hardmode + Hardmode + SuperHardmode,General / Custom,Any / condition-defined depth,Day and night / unspecified,—,Unspecified,(!(Main.hardMode && spawnInfo.Player.ZoneDungeon || Main.hardMode && spawnInfo.Player.ZoneUnderworldHeight)),NPCs/Enemies/ShadowMage.cs,61
NPC,Slogra,"Slogra, Lost Soul of the Depths",Bosses,ModNPC,No natural spawn method,5,—,4000,45,—,Yes,No,No,None,—,—,—,—,—,—,—,—,NPCs/Bosses/Slogra.cs,18
NPC Spawn Rule,SlograII,Slogra,Enemies,ModNPC,Natural spawn rules,3,—,4000,68,50,No,No,No,SpawnChance,1,SuperHardmode,Jungle,Any / condition-defined depth,Night,1/40,Unspecified,(tsorcRevampWorld.SuperHardMode && !Main.dayTime && !spawnInfo.Player.ZoneDungeon && spawnInfo.Player.ZoneJungle && (spawnInfo.SpawnTileY < Main.worldSurface) && Main.rand.NextBool(40)),NPCs/Enemies/SuperHardMode/SlograII.cs,65
NPC Spawn Rule,SlograII,Slogra,Enemies,ModNPC,Natural spawn rules,3,—,4000,68,50,No,No,No,SpawnChance,1,SuperHardmode,General / Custom,Any / condition-defined depth,Night,1/60,Unspecified,(!(tsorcRevampWorld.SuperHardMode && !Main.dayTime && !spawnInfo.Player.ZoneDungeon && spawnInfo.Player.ZoneJungle && (spawnInfo.SpawnTileY < Main.worldSurface) && Main.rand.NextBool(40))) && (tsorcRevampWorld.SuperHardMode && !Main.dayTime && !spawnInfo.Player.ZoneDungeon && (spawnInfo.SpawnTileY >= Main.worldSurface && spawnInfo.SpawnTileY < Main.rockLayer) && Main.rand.NextBool(60)),NPCs/Enemies/SuperHardMode/SlograII.cs,67
